(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(319.81, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.26, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.65, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(320.46, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.86, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.82, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
(319.05, 0.00, 0.00)
